trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1233,False,"{'a': 0.5, 'e': 0.02461105314720949}",20,12,12.987464292563706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.5, 'e': 0.02453721998776786}",25,17,15.824864641182591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.5, 'e': 0.024463608327804556}",25,15,13.97114646197424,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.5, 'e': 0.02439021750282114}",20,15,10.614352852149722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.024317046850312676}",20,13,16.13439489953455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.02424409570976174}",30,24,14.811738777703104,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.024171363422632455}",20,7,26.678078082190467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.024098849332364558}",25,17,13.895583650387486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.024026552784367463}",25,15,17.459823395210783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.02395447312601436}",20,0,30.100858627052325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1243,False,"{'a': 0.5, 'e': 0.023882609706636315}",20,6,21.737021423408226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.5, 'e': 0.023810961877516405}",35,8,49.27244481158684,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.023739528991883856}",25,5,35.30313259338413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.5, 'e': 0.023668310404908206}",30,7,25.495932139050588,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.02359730547369348}",25,20,8.340258684920517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.5, 'e': 0.023526513557272397}",25,11,27.06921009920538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.5, 'e': 0.02345593401660058}",20,9,18.92783515491493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.023385566214550776}",30,12,22.751351070189656,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.023315409515907125}",20,10,17.350800312617704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.023245463287359405}",30,13,20.290314720796513,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.023175726897497327}",25,19,11.796231930458129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.5, 'e': 0.023106199716804835}",20,10,10.618745554621254,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.02303688111765442}",30,11,35.45831519328473,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.022967770474301458}",35,17,34.401291984566384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.5, 'e': 0.022898867162878554}",20,14,10.90100352214918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.022830170561389918}",30,20,18.106617250355505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.02276168004970575}",25,17,16.040126225752793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 0.02269339500955663}",20,14,12.689881789683557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.02262531482452796}",25,14,22.591398047990417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.022557438880054376}",30,18,20.536166309239704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.022489766563414212}",30,23,12.53905650357655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.02242229726372397}",25,7,35.82982618028385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.0223550303719328}",20,13,10.95958841906958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.022287965280817}",20,16,7.570514653502327,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.02222110138497455}",20,14,12.705305857065667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.022154438080819624}",25,5,34.50402466600724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.022087974766577166}",30,2,43.488951262129426,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.5, 'e': 0.022021710842277435}",25,11,29.626182117424243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.0219556457097506}",20,10,19.332580476567706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.02188977877262135}",20,6,20.30860036497703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.021824109436303488}",25,13,25.033929980733433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.021758637107994576}",25,14,18.586298966698923,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.02169336119667059}",30,0,50.332490267351325,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.5, 'e': 0.02162828111308058}",20,12,14.436675521073148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.021563396269741335}",20,12,17.92167646677808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.02149870608093211}",25,8,26.679356873308926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.021434209962689316}",25,13,20.14859302774861,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.5, 'e': 0.02136990733280125}",30,0,46.99931538561346,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1281,False,"{'a': 0.5, 'e': 0.021305797610802844}",30,19,19.57700865828939,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.021241880217970435}",25,18,15.103146937248939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.021178154577316522}",30,16,31.561382169685597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.5, 'e': 0.021114620113584573}",25,12,18.540810546123925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.02105127625324382}",20,13,12.927177643825617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.5, 'e': 0.020988122424484088}",20,11,19.28151105958608,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.020925158057210635}",30,19,21.1092389219244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.5, 'e': 0.020862382583039}",25,15,18.591478385710623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.5, 'e': 0.020799795435289883}",25,11,21.473171407146285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.5, 'e': 0.020737396048984013}",25,3,38.41728677638911,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.5, 'e': 0.02067518386083706}",25,11,28.00422102915609,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.5, 'e': 0.02061315830925455}",30,10,35.963986655209126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.5, 'e': 0.020551318834326784}",25,18,9.842080306881279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.5, 'e': 0.020489664877823804}",20,12,14.251705232164298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.5, 'e': 0.020428195883190333}",20,9,19.38994590174351,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.5, 'e': 0.020366911295540763}",30,11,35.67669278918968,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.5, 'e': 0.02030581056165414}",35,25,18.882439649244702,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.5, 'e': 0.020244893129969178}",20,9,23.87568372311059,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.02018415845057927}",20,13,15.73518868638364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.5, 'e': 0.02012360597522753}",30,8,-10.882356474549365,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1301,False,"{'a': 0.5, 'e': 0.020063235157301847}",25,18,12.60068453482273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.5, 'e': 0.020003045451829942}",25,17,14.72351629515708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.5, 'e': 0.019943036315474453}",20,13,15.956642772110587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.5, 'e': 0.01988320720652803}",25,13,24.91807172563623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.5, 'e': 0.019823557584908447}",20,14,8.923034222139346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.5, 'e': 0.01976408691215372}",30,12,11.792267831467624,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.019704794651417258}",20,11,16.8112719819371,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.5, 'e': 0.019645680267463005}",20,6,26.072042561443986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.5, 'e': 0.019586743226660618}",30,16,26.928583576641763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.5, 'e': 0.019527982996980636}",35,18,30.005904605169313,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.019469399047989694}",20,11,17.151207205421503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.019410990850845723}",20,10,19.153379530363864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.019352757878293186}",30,18,24.51053799120517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.5, 'e': 0.019294699604658308}",30,16,27.3608825152785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 0.019236815505844333}",30,14,33.078302648118964,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.5, 'e': 0.0191791050593268}",30,20,20.149191571045424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.019121567744148818}",20,12,17.54447709009746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.019064203040916373}",35,13,40.353681401418555,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.019007010431793623}",20,14,9.535571641664529,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.5, 'e': 0.018949989400498243}",20,16,8.139021159798691,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.018893139432296747}",20,13,12.381717423558564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.018836460013999856}",25,12,25.024446377636174,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.5, 'e': 0.018779950633957855}",20,5,25.358115041063904,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.5, 'e': 0.01872361078205598}",30,19,20.837355901753178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.018667439949709812}",25,5,19.033747985724656,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.5, 'e': 0.018611437629860682}",20,15,11.155148603468637,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.0185556033169711}",20,9,20.331839036760808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.5, 'e': 0.018499936507020184}",35,21,27.605182065338635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.018444436697499123}",20,6,22.337303549638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.018389103387406625}",35,19,22.16924467223409,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.018333936077244404}",25,8,28.773192496811262,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.01827893426901267}",25,20,9.428288161687,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.01822409746620563}",20,11,9.826033177213002,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.5, 'e': 0.018169425173807013}",20,0,29.346068032546896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.5, 'e': 0.018114916898285593}",20,0,32.16669655648891,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1336,False,"{'a': 0.5, 'e': 0.018060572147590735}",25,8,30.715397843282446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.01800639043114796}",25,17,14.896830305459435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.017952371259854518}",25,10,4.84666120667297,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.5, 'e': 0.017898514146074955}",20,1,30.91270330299882,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.01784481860363673}",20,15,9.504620531155723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.01779128414782582}",20,9,17.409640960782934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.5, 'e': 0.017737910295382343}",25,3,22.834307512703504,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.017684696564496196}",20,7,26.21081810243236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.017631642474802707}",25,18,14.723873448817862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.017578747547378298}",35,16,26.336019225107922,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.017526011304736164}",25,20,8.929563593143225,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.5, 'e': 0.017473433270821955}",25,20,8.490143793675985,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.5, 'e': 0.017421012971009488}",25,10,30.971292184991952,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.5, 'e': 0.01736874993209646}",20,6,24.42545469913792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.5, 'e': 0.017316643682300167}",30,18,19.78149555200524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.5, 'e': 0.017264693751253266}",25,11,25.96849365281702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.017212899669999504}",20,11,15.042408947311518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.017161260970989505}",25,11,22.019434889330267,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.5, 'e': 0.017109777188076537}",25,14,22.069356224857643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.017058447856512306}",25,0,40.16909751645799,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1356,False,"{'a': 0.5, 'e': 0.01700727251294277}",20,3,30.578457708112555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.016956250695403942}",35,12,42.39204948191523,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.01690538194331773}",25,16,20.064908039842308,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.5, 'e': 0.01685466579748778}",20,11,17.190374839928133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.5, 'e': 0.016804101800095315}",25,10,26.502437887101895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.01675368949469503}",25,3,24.228696025542686,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1362,False,"{'a': 0.5, 'e': 0.016703428426210944}",20,14,10.62834964456027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.01665331814093231}",25,11,29.579432140620924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.016603358186509515}",30,16,26.002209237755796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.016553548111949985}",25,0,41.54530648198678,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1366,False,"{'a': 0.5, 'e': 0.016503887467614137}",30,18,23.326318306959177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.5, 'e': 0.016454375805211294}",25,19,11.883352025629646,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.5, 'e': 0.01640501267779566}",30,20,17.37697690469345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.016355797639762273}",20,11,15.70433314717021,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.016306730246842985}",25,20,7.592744872192631,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.5, 'e': 0.016257810056102457}",20,14,10.180585248188388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.5, 'e': 0.01620903662593415}",20,11,18.319192861203568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.5, 'e': 0.016160409516056348}",30,11,31.623929685237123,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.016111928287508178}",20,9,16.683414902793725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.016063592502645652}",25,12,24.93528501870921,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.016015401725137716}",20,10,17.722624108699684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.5, 'e': 0.0159673555199623}",20,0,32.023471771698205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1378,False,"{'a': 0.5, 'e': 0.015919453453402413}",30,16,24.271507359283614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.015871695093042204}",20,14,12.375778043175947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.5, 'e': 0.015824080007763076}",25,6,24.927912708557546,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 0.015776607767739786}",20,2,28.48516157894215,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 0.015729277944436567}",30,12,34.23005520845834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.5, 'e': 0.01568209011060326}",30,22,13.784491725639864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.015635043840271447}",30,15,24.751317115517452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.5, 'e': 0.015588138708750632}",25,17,16.773656585435372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 0.01554137429262438}",35,17,33.73653046167935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.5, 'e': 0.015494750169746507}",20,14,12.219976965404427,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.5, 'e': 0.015448265919237267}",20,10,19.124736880223896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.015401921121479555}",25,15,19.041759730505305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.015355715358115116}",25,16,17.210082632519565,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.5, 'e': 0.01530964821204077}",25,19,10.565240159411381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.5, 'e': 0.015263719267404649}",25,10,30.081287530072764,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.5, 'e': 0.015217928109602435}",20,13,13.758335151114482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.015172274325273627}",25,18,12.077412918143867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.5, 'e': 0.015126757502297807}",30,15,27.72130788045472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.5, 'e': 0.015081377229790914}",20,14,11.003767563089482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.015036133098101541}",20,13,14.41988059254095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.5, 'e': 0.014991024698807236}",20,10,16.958303913692536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.5, 'e': 0.014946051624710814}",20,0,34.75307934293818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1400,False,"{'a': 0.5, 'e': 0.014901213469836682}",20,8,25.35896657306995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.5, 'e': 0.014856509829427171}",25,12,22.476476170944824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.5, 'e': 0.01481194029993889}",25,14,20.741435695599783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.5, 'e': 0.014767504479039073}",20,8,-20.934349658325758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1404,False,"{'a': 0.5, 'e': 0.014723201965601956}",25,13,21.82292904567217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.014679032359705151}",30,10,39.11651910182994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.5, 'e': 0.014634995262626035}",25,14,19.283279533168006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.5, 'e': 0.014591090276838158}",20,10,21.246344540874215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.014547317006007643}",30,23,12.974002238832945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.5, 'e': 0.01450367505498962}",20,11,17.403916781600493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.5, 'e': 0.01446016402982465}",20,8,23.462199711217945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.5, 'e': 0.014416783537735177}",20,13,14.126899191953129,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.5, 'e': 0.014373533187121972}",20,3,32.14271309938771,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.5, 'e': 0.014330412587560605}",20,16,8.944800615862945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.5, 'e': 0.014287421349797923}",20,12,4.1314103865837275,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1415,False,"{'a': 0.5, 'e': 0.014244559085748528}",25,16,17.38676911116414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
